FIRE_YEAR,DISCOVERY_DOY,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,STATE,LATITUDE,LONGITUDE,OWNER_DESCR,MONTH,MONTH_NAME,CAUSE_TYPE,SIZE_CLASS_LABEL
2006,74,Debris Burning,0.06,A,GA,33.81024468,-82.47909474,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2002,163,Debris Burning,1.7,B,WA,46.3805,-123.7241,PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
2004,146,Missing/Undefined,150,D,FL,27.03304999,-80.52416997,MISSING/NOT SPECIFIED,5,May,Human,D: 100-299 acres
2003,118,Miscellaneous,1.67,B,NY,41.51795146,-74.15613498,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2011,52,Missing/Undefined,0.2,A,NC,34.97265,-79.99765,MISSING/NOT SPECIFIED,2,Feb,Human,A: <0.25 acres
2012,315,Debris Burning,5,B,TX,30.92846667,-93.87653333,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2009,40,Smoking,5,B,NC,36.02158,-78.52409,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2011,200,Powerline,800,E,ID,43.02615,-115.7763,PRIVATE,7,Jul,Human,E: 300-999 acres
2008,177,Lightning,6.5,B,FL,30.2075,-81.71,MISSING/NOT SPECIFIED,6,Jun,Natural,B: 0.25-9.9 acres
1994,107,Arson,5,B,MN,45.56664,-94.07965,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1998,295,Arson,10,C,MS,34.18869582,-89.27232702,MISSING/NOT SPECIFIED,10,Oct,Human,C: 10-99.9 acres
2010,76,Miscellaneous,1,B,NY,42.74167244,-77.88257018,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1995,214,Arson,12,C,CA,38.93388888,-121.14305555,MISSING/NOT SPECIFIED,8,Aug,Human,C: 10-99.9 acres
1995,74,Debris Burning,12,C,MO,38.00030622,-92.48935127,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2007,39,Debris Burning,10,C,AL,32.503282,-85.617982,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
1999,187,Lightning,3,B,AZ,35.1167,-114.1697,BLM,7,Jul,Natural,B: 0.25-9.9 acres
2001,109,Children,4,B,NC,35.95,-81.5833,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2000,209,Lightning,8,B,AL,33.6217,-88.0431,MISSING/NOT SPECIFIED,7,Jul,Natural,B: 0.25-9.9 acres
2003,207,Lightning,0.1,A,OR,44.67416667,-118.55638889,USFS,7,Jul,Natural,A: <0.25 acres
2014,12,Debris Burning,20,C,TX,31.527629,-93.787022,MISSING/NOT SPECIFIED,1,Jan,Human,C: 10-99.9 acres
2014,71,Miscellaneous,0.1,A,NC,35.83885,-81.30153333,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2015,237,Missing/Undefined,0.5,B,WY,41.82,-110.5356,PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
1997,160,Lightning,0.1,A,CA,40.28611111,-121.08888888,MISSING/NOT SPECIFIED,6,Jun,Natural,A: <0.25 acres
2005,297,Campfire,20,C,LA,30.93471443,-90.51693181,MISSING/NOT SPECIFIED,10,Oct,Human,C: 10-99.9 acres
2010,213,Campfire,0.01,A,CA,40.4727778,-123.191667,USFS,7,Jul,Human,A: <0.25 acres
1995,101,Arson,0.1,A,KY,36.96833333,-84.12833333,USFS,4,Apr,Human,A: <0.25 acres
2005,96,Miscellaneous,0.1,A,WI,45.43416667,-88.52361111,STATE OR PRIVATE,4,Apr,Human,A: <0.25 acres
2005,364,Debris Burning,3,B,TX,33.84309001,-95.32436999,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2010,243,Debris Burning,0.01,A,CA,38.733656,-120.72616,STATE OR PRIVATE,8,Aug,Human,A: <0.25 acres
2015,219,Miscellaneous,0.25,A,WA,46.9011,-122.6729,PRIVATE,8,Aug,Human,A: <0.25 acres
2007,152,Lightning,0.1,A,CA,38.0428,-119.1867,BLM,5,May,Natural,A: <0.25 acres
2004,151,Equipment Use,0.3,B,CA,39.34111111,-121.67888888,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2011,143,Lightning,1,B,FL,30.3461,-81.5592,MUNICIPAL/LOCAL,5,May,Natural,B: 0.25-9.9 acres
2012,88,Debris Burning,0.1,A,GA,32.38315961,-83.32459305,PRIVATE,3,Mar,Human,A: <0.25 acres
2005,202,Debris Burning,0.1,A,MN,46.81661168,-92.24618384,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1999,13,Debris Burning,0.2,A,NC,35.665,-80.2583,MISSING/NOT SPECIFIED,1,Jan,Human,A: <0.25 acres
1992,204,Lightning,0.1,A,ID,44.06583333,-115.08583333,USFS,7,Jul,Natural,A: <0.25 acres
1994,214,Miscellaneous,1,B,TX,30.49375,-95.82291,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2014,91,Debris Burning,2,B,AR,36.49652,-91.49557,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
1992,123,Debris Burning,32.45,C,GA,30.9499,-83.3177,PRIVATE,5,May,Human,C: 10-99.9 acres
2001,237,Arson,30,C,TX,32.93542001,-95.11459,MISSING/NOT SPECIFIED,8,Aug,Human,C: 10-99.9 acres
1993,241,Miscellaneous,0.1,A,CA,40.07888888,-121.54694444,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
2010,86,Arson,35,C,OK,34.1458,-98.5219,BIA,3,Mar,Human,C: 10-99.9 acres
2001,215,Lightning,0.1,A,AZ,34.56444444,-112.56833333,USFS,8,Aug,Natural,A: <0.25 acres
2010,209,Miscellaneous,0.1,A,CA,36.53,-119.65611111,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1993,93,Equipment Use,0.01,A,GA,34.5158,-84.9251,PRIVATE,4,Apr,Human,A: <0.25 acres
2010,248,Debris Burning,3.5,B,VA,38.08888889,-78.11888889,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2004,363,Miscellaneous,0.1,A,NC,35.5167,-82.9333,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
2010,317,Arson,75,C,VA,37.40127778,-81.99019444,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
1998,180,Children,0.1,A,GA,31.7381,-82.3572,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2008,316,Miscellaneous,1,B,CA,39.55111111,-121.80111111,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2005,70,Miscellaneous,1.1,B,GA,33.54513584,-85.22748478,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2011,251,Powerline,5,B,FL,30.2742,-85.7206,STATE,9,Sep,Human,B: 0.25-9.9 acres
2009,100,Debris Burning,0.3,B,WI,45.546667,-90.82,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2009,67,Missing/Undefined,1,B,PR,18.062706,-66.523926,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1999,21,Railroad,1,B,FL,28.83,-82.58,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2005,25,Miscellaneous,10,C,TX,29.02671998,-98.79988999,MISSING/NOT SPECIFIED,1,Jan,Human,C: 10-99.9 acres
2009,114,Arson,1.5,B,ND,48.8344,-99.853,BIA,4,Apr,Human,B: 0.25-9.9 acres
2014,76,Powerline,0.48,B,CA,40.8275,-122.85527778,USFS,3,Mar,Human,B: 0.25-9.9 acres
2004,187,Arson,0.1,A,CA,36.378189,-119.287831,PRIVATE,7,Jul,Human,A: <0.25 acres
2012,77,Missing/Undefined,0.2,A,AR,36.03075,-92.60442,PRIVATE,3,Mar,Human,A: <0.25 acres
2001,323,Arson,35,C,AL,33.7786,-85.4731,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
2015,94,Smoking,12,C,NC,36.459,-79.498833,PRIVATE,4,Apr,Human,C: 10-99.9 acres
2013,123,Equipment Use,0.2,A,NH,42.7334339,-71.3239296,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2004,252,Lightning,0.3,B,WA,48.89222222,-119.30472222,USFS,9,Sep,Natural,B: 0.25-9.9 acres
2002,219,Arson,0.5,B,NC,35.8333,-81.65,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
1994,78,Arson,2,B,MS,34.25193301,-88.94510155,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1998,316,Equipment Use,15,C,FL,29.95,-81.35,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
1998,46,Arson,1.1,B,GA,31.7036,-81.6339,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2001,257,Lightning,0.2,A,OR,42.88916667,-122.62833333,USFS,9,Sep,Natural,A: <0.25 acres
1992,75,Miscellaneous,0.48,B,GA,34.6871,-84.6355,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2007,305,Miscellaneous,0.1,A,CA,38.377853,-120.553039,PRIVATE,11,Nov,Human,A: <0.25 acres
2001,214,Arson,2,B,AL,33.6047,-87.0133,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2006,335,Arson,0.1,A,TN,35.00834,-86.58000001,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
1992,251,Equipment Use,0.1,A,AZ,33.56666667,-110.93333333,USFS,9,Sep,Human,A: <0.25 acres
1998,259,Children,0.5,B,AL,33.7531,-85.8039,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2002,96,Arson,27,C,MO,37.91703,-92.7881,PRIVATE,4,Apr,Human,C: 10-99.9 acres
2008,117,Miscellaneous,2,B,CA,34.17166667,-117.14638889,USFS,4,Apr,Human,B: 0.25-9.9 acres
2004,62,Debris Burning,1.84,B,GA,32.34343112,-84.50233041,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2015,87,Equipment Use,1,B,TX,35.366938,-101.832293,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2014,214,Equipment Use,0.1,A,NE,41.39867,-103.138,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
2014,110,Debris Burning,1,B,MO,37.50299,-90.35288,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1994,215,Lightning,0.1,A,WA,47.99954,-123.55353,NPS,8,Aug,Natural,A: <0.25 acres
2013,62,Arson,2,B,NC,34.00976667,-78.16965,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1992,132,Miscellaneous,1,B,CA,36.7,-119.745,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2013,84,Powerline,3,B,SC,33.516434,-81.665421,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2009,315,Arson,0.1,A,NY,42.76515181,-73.7114859,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2007,195,Children,0.25,A,NJ,39.6015,-74.3549,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
2015,264,Equipment Use,0.25,A,NE,40.6767,-99.25919,MISSING/NOT SPECIFIED,9,Sep,Human,A: <0.25 acres
2006,209,Lightning,50,C,SD,45.81770001,-99.74789999,MISSING/NOT SPECIFIED,7,Jul,Natural,C: 10-99.9 acres
2005,319,Equipment Use,1.03,B,GA,31.30351716,-84.25591689,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
1995,93,Debris Burning,0.04,A,GA,32.6131,-84.9286,PRIVATE,4,Apr,Human,A: <0.25 acres
2006,99,Arson,40,C,AR,35.44400998,-92.57650002,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2015,295,Arson,2,B,MS,31.71215335,-89.23439535,PRIVATE,10,Oct,Human,B: 0.25-9.9 acres
2002,333,Equipment Use,0.3,B,WI,44.802653,-89.960513,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
1995,92,Structure,0.1,A,SD,43.57,-102.024,BIA,4,Apr,Human,A: <0.25 acres
2006,66,Debris Burning,0.1,A,SD,44.0628,-99.4439,BIA,3,Mar,Human,A: <0.25 acres
2005,318,Arson,20,C,VA,38.49082999,-78.58333999,MISSING/NOT SPECIFIED,11,Nov,Human,C: 10-99.9 acres
2015,59,Miscellaneous,0.01,A,KS,38.81,-98.37,MISSING/NOT SPECIFIED,2,Feb,Human,A: <0.25 acres
2015,81,Smoking,2,B,KS,37.92,-94.88,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1998,244,Lightning,2,B,WY,44.82398,-110.25559,NPS,9,Sep,Natural,B: 0.25-9.9 acres
2006,101,Missing/Undefined,80,C,OK,35.68786491,-94.57256126,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2010,321,Equipment Use,4,B,TX,31.98031424,-97.29388241,STATE OR PRIVATE,11,Nov,Human,B: 0.25-9.9 acres
2002,167,Miscellaneous,1.5,B,OR,44.58333333,-121.46388889,USFS,6,Jun,Human,B: 0.25-9.9 acres
2003,174,Miscellaneous,0.5,B,AZ,32.2084,-111.9918,MISSING/NOT SPECIFIED,6,Jun,Human,B: 0.25-9.9 acres
1998,182,Missing/Undefined,0.2,A,UT,37.68508,-113.134,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2008,45,Missing/Undefined,3,B,MS,31.654814,-89.779424,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
1994,102,Debris Burning,3,B,MN,47.420868,-93.397526,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1994,108,Debris Burning,2,B,MI,45.96666667,-84.81666667,STATE OR PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2011,82,Arson,2,B,OK,34.62316666,-95.23150001,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2005,27,Debris Burning,0.5,B,FL,30.64805997,-84.67528002,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2013,237,Lightning,0.1,A,OR,42.875,-121.035,USFS,8,Aug,Natural,A: <0.25 acres
1997,191,Lightning,25,C,FL,26.47,-81.8,MISSING/NOT SPECIFIED,7,Jul,Natural,C: 10-99.9 acres
2000,197,Lightning,0.1,A,SD,43.89,-103.64666667,USFS,7,Jul,Natural,A: <0.25 acres
2009,172,Powerline,1,B,TX,30.3354,-95.1218,STATE OR PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
2004,96,Arson,2,B,NC,35.6167,-82.1833,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1994,272,Debris Burning,6.02,B,GA,32.3384,-83.2882,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
1999,161,Arson,0.1,A,SC,33.6667,-79.2167,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2007,161,Lightning,2,B,MS,30.2258,-89.4842,MISSING/NOT SPECIFIED,6,Jun,Natural,B: 0.25-9.9 acres
2015,57,Miscellaneous,15,C,KS,38.05,-95.31,MISSING/NOT SPECIFIED,2,Feb,Human,C: 10-99.9 acres
1996,116,Equipment Use,5,B,VA,39.1,-77.93333,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1992,198,Lightning,0.1,A,CA,40.94194444,-120.80611111,MISSING/NOT SPECIFIED,7,Jul,Natural,A: <0.25 acres
1995,170,Lightning,5,B,FL,28.98,-82.68,MISSING/NOT SPECIFIED,6,Jun,Natural,B: 0.25-9.9 acres
2007,177,Lightning,2.5,B,FL,26.27277998,-81.66639002,MISSING/NOT SPECIFIED,6,Jun,Natural,B: 0.25-9.9 acres
2007,193,Lightning,0.1,A,UT,40.62083333,-111.11361111,USFS,7,Jul,Natural,A: <0.25 acres
2004,97,Railroad,1.2,B,GA,31.00088996,-82.13013298,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2012,259,Arson,0.1,A,MN,45.43820398,-93.58571425,MISSING/NOT SPECIFIED,9,Sep,Human,A: <0.25 acres
2010,93,Debris Burning,1.4,B,GA,31.44707303,-83.84156502,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2006,155,Miscellaneous,3,B,TX,32.64665999,-95.31215002,MISSING/NOT SPECIFIED,6,Jun,Human,B: 0.25-9.9 acres
2005,11,Debris Burning,5,B,SC,33.65805001,-80.15722,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2000,223,Debris Burning,1,B,MS,33.9339,-88.9836,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2004,30,Debris Burning,0.5,B,SC,33.52999997,-79.34889001,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2001,227,Lightning,0.1,A,MT,48.02444444,-113.56083333,USFS,8,Aug,Natural,A: <0.25 acres
2000,64,Miscellaneous,0.1,A,MS,33.2414,-89.8964,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
1996,199,Debris Burning,2.14,B,GA,31.6696,-82.3171,PRIVATE,7,Jul,Human,B: 0.25-9.9 acres
2007,103,Missing/Undefined,30,C,NC,34.83078,-79.15353,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
1994,77,Debris Burning,21,C,GA,31.7044,-84.096,PRIVATE,3,Mar,Human,C: 10-99.9 acres
2008,365,Campfire,0.3,B,FL,30.55861,-81.83639,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2000,134,Lightning,3,B,FL,26.78,-81.88,MISSING/NOT SPECIFIED,5,May,Natural,B: 0.25-9.9 acres
2007,6,Arson,0.1,A,CA,40.469744,-122.531936,PRIVATE,1,Jan,Human,A: <0.25 acres
2005,281,Equipment Use,1,B,CA,36.216989,-120.293081,PRIVATE,10,Oct,Human,B: 0.25-9.9 acres
2006,302,Miscellaneous,0.1,A,NY,40.69723003,-73.58897594,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
2003,141,Lightning,23,C,FL,26.73332999,-81.99999999,MISSING/NOT SPECIFIED,5,May,Natural,C: 10-99.9 acres
2007,186,Missing/Undefined,0.5,B,NC,36.26519,-78.19762,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2015,83,Campfire,1,B,OH,40.444577,-82.256523,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2015,92,Miscellaneous,1,B,TX,32.2619322,-95.1957307,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2011,234,Debris Burning,1,B,TX,26.263131,-98.635254,STATE OR PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
2010,248,Debris Burning,4,B,AR,34.25229,-93.91518,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2008,242,Miscellaneous,0.5,B,NE,41.28271,-101.3417,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2008,308,Debris Burning,5,B,KY,37.73735,-83.36952,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2008,114,Debris Burning,1,B,KY,37.43008,-83.76942,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1996,239,Equipment Use,47.18,C,OR,43.37206,-123.4189,PRIVATE,8,Aug,Human,C: 10-99.9 acres
1995,103,Arson,0.52,B,GA,31.8407,-81.4717,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2005,64,Arson,3,B,MS,30.7367,-89.4878,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2009,79,Debris Burning,0.1,A,TX,30.37425591,-97.1314924,STATE OR PRIVATE,3,Mar,Human,A: <0.25 acres
2001,6,Arson,47,C,MS,31.165,-89.13166667,USFS,1,Jan,Human,C: 10-99.9 acres
2015,130,Arson,1.8,B,NY,42.2347,-73.9047,PRIVATE,5,May,Human,B: 0.25-9.9 acres
2011,210,Arson,0.5,B,AL,34.5919688,-86.0578257,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2005,135,Missing/Undefined,30,C,HI,21.4492378,-158.1903381,MISSING/NOT SPECIFIED,5,May,Human,C: 10-99.9 acres
1996,256,Lightning,0.1,A,ID,44.72333333,-115.61166667,USFS,9,Sep,Natural,A: <0.25 acres
1999,234,Lightning,0.5,B,CA,41.12988,-121.4761,BLM,8,Aug,Natural,B: 0.25-9.9 acres
1994,223,Lightning,0.1,A,AZ,34.76,-111.43666667,USFS,8,Aug,Natural,A: <0.25 acres
2004,225,Equipment Use,0.3,B,CA,38.79215,-122.790269,PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
2001,1,Children,0.1,A,NC,36.3167,-78.2833,MISSING/NOT SPECIFIED,1,Jan,Human,A: <0.25 acres
1992,272,Debris Burning,1,B,CA,36.65611111,-119.56388888,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2009,137,Miscellaneous,48,C,MN,45.21603571,-93.3652934,MISSING/NOT SPECIFIED,5,May,Human,C: 10-99.9 acres
2008,280,Arson,8,B,FL,28.48222,-82.51444,MISSING/NOT SPECIFIED,10,Oct,Human,B: 0.25-9.9 acres
2003,123,Children,1,B,SD,45.765,-101.0826,BIA,5,May,Human,B: 0.25-9.9 acres
2014,91,Debris Burning,0.3,B,FL,30.3397,-83.0132,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2008,199,Debris Burning,1,B,KY,37.52047,-84.36998,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2013,244,Arson,20,C,OK,34.3875,-95.94867,PRIVATE,9,Sep,Human,C: 10-99.9 acres
2015,157,Miscellaneous,0.01,A,KS,37.68,-97.2,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2009,102,Lightning,300,E,TX,33.36955317,-99.22452149,STATE OR PRIVATE,4,Apr,Natural,E: 300-999 acres
2015,295,Debris Burning,30,C,AR,33.167462,-93.722123,PRIVATE,10,Oct,Human,C: 10-99.9 acres
2008,304,Missing/Undefined,1,B,TN,35.41023,-85.75905,MISSING/NOT SPECIFIED,10,Oct,Human,B: 0.25-9.9 acres
1994,180,Miscellaneous,1,B,CA,39.1766,-122.9228,BIA,6,Jun,Human,B: 0.25-9.9 acres
2001,177,Lightning,0.1,A,FL,26.8367,-81.9972,MISSING/NOT SPECIFIED,6,Jun,Natural,A: <0.25 acres
1993,238,Missing/Undefined,0.5,B,SC,34.47083333,-79.94166667,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
2001,238,Missing/Undefined,0.5,B,ME,43.85963889,-69.64041667,PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
2003,83,Missing/Undefined,15,C,KY,37.17031002,-84.92834997,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
1996,112,Railroad,0.3,B,MN,46.719154,-92.330776,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1998,269,Arson,5,B,NC,34.6317,-79.2917,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
1997,104,Smoking,2,B,VA,37.3583,-77.4,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1992,142,Miscellaneous,0.1,A,NC,34.8383,-80.6783,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
1994,189,Equipment Use,0.6,B,CA,39.33805555,-121.06694444,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2007,112,Debris Burning,3.25,B,NY,42.17585016,-74.6062755,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2000,5,Miscellaneous,1,B,LA,30.8542,-92.6617,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2003,12,Missing/Undefined,0.5,B,PR,18.471121,-67.106651,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2013,259,Fireworks,1,B,TX,32.74116667,-94.16716667,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2006,74,Children,0.5,B,NJ,39.26108998,-75.14555001,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2005,42,Campfire,1,B,TX,33.42169001,-96.58433997,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2007,243,Lightning,60,C,SD,45.5381,-103.4119,MISSING/NOT SPECIFIED,8,Aug,Natural,C: 10-99.9 acres
2006,2,Arson,85,C,OK,34.79944444,-94.72527778,USFS,1,Jan,Human,C: 10-99.9 acres
2003,83,Arson,35,C,MN,47.4528476,-92.90278696,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2011,279,Equipment Use,30,C,TX,35.88752,-101.524487,STATE OR PRIVATE,10,Oct,Human,C: 10-99.9 acres
2013,186,Miscellaneous,0.3,B,MN,47.88189041,-94.71044692,PRIVATE,7,Jul,Human,B: 0.25-9.9 acres
2007,132,Missing/Undefined,6,B,NC,35.19833,-78.27051,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2006,291,Lightning,0.25,A,CA,35.66333333,-118.605,USFS,10,Oct,Natural,A: <0.25 acres
2001,173,Miscellaneous,1,B,MO,36.85854,-94.41851,PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
1995,177,Equipment Use,1,B,CA,37.90388888,-121.885,MISSING/NOT SPECIFIED,6,Jun,Human,B: 0.25-9.9 acres
1997,114,Debris Burning,0.1,A,MN,46.342127,-94.41409,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2001,311,Arson,1,B,VA,36.7606,-82.6442,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2008,309,Debris Burning,300,E,KY,36.83104,-83.46655,MISSING/NOT SPECIFIED,11,Nov,Human,E: 300-999 acres
2010,253,Smoking,0.1,A,NY,40.65215732,-73.49914657,MISSING/NOT SPECIFIED,9,Sep,Human,A: <0.25 acres
1999,225,Debris Burning,0.5,B,AL,33.1811,-87.1169,MISSING/NOT SPECIFIED,8,Aug,Human,B: 0.25-9.9 acres
1999,86,Fireworks,0.5,B,WI,45.861423,-91.498926,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2015,115,Miscellaneous,0.1,A,NY,43.5551,-75.1423,PRIVATE,4,Apr,Human,A: <0.25 acres
2004,121,Equipment Use,0.1,A,MN,46.95416468,-94.16652315,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2010,256,Debris Burning,1.61,B,GA,32.16640638,-82.02156688,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2015,95,Debris Burning,50,C,IA,43.19575,-94.874,PRIVATE,4,Apr,Human,C: 10-99.9 acres
1999,98,Debris Burning,0.1,A,WV,39.27450961,-78.56066897,PRIVATE,4,Apr,Human,A: <0.25 acres
1998,110,Children,0.25,A,SD,45.85812,-99.48069,MUNICIPAL/LOCAL,4,Apr,Human,A: <0.25 acres
2008,110,Children,0.5,B,NJ,40.2403,-74.2244,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2006,112,Campfire,0.5,B,WY,44.88812983,-108.4686996,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1998,327,Debris Burning,0.1,A,WV,39.55509639,-80.11640716,PRIVATE,11,Nov,Human,A: <0.25 acres
